#zone, q, logR, logRho, logT, logP, logPgas, luminosity, x_mass_fraction_H, y_mass_fraction_He, z_mass_fraction_metals, gamma1, opacity, pp, cno, gradr, gradT, grada, actual_gradT 
318, 9.9996244624454911E-001, 6.4479080641680264E-001, -3.8743772830609404E+000, 5.9759770899226323E+000, 1.0277089732939473E+001, 1.0228040945854728E+001, 2.0247031748294146E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5551838388721795E+000, 9.4511103901726623E-001, 9.9133365478951834E-014, 0.0000000000000000E+000, 2.2907558094307393E-001, 2.2907558094307393E-001, 3.2199871488800808E-001, 2.2907555592782594E-001 
319, 9.9996079204859967E-001, 6.4434943156097246E-001, -3.8614611554680089E+000, 5.9797684012290802E+000, 1.0293637236578220E+001, 1.0244753423282781E+001, 2.0247031235220027E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5554266676530366E+000, 9.4478231793649503E-001, 1.1222371400862640E-013, 0.0000000000000000E+000, 2.2981544996397152E-001, 2.2981544996397152E-001, 3.2215154040113109E-001, 2.2981542907682107E-001 
320, 9.9995968925130008E-001, 6.4406308505939414E-001, -3.8514460448318664E+000, 5.9827299850092563E+000, 1.0306497482325527E+001, 1.0257734307107944E+001, 2.0247030890900671E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5556041490261021E+000, 9.4451120000455813E-001, 1.2359442999099783E-013, 0.0000000000000000E+000, 2.3029988252900657E-001, 2.3029988252900657E-001, 3.2226273374795616E-001, 2.3029987529168988E-001 
321, 9.9995858149486905E-001, 6.4378145609228032E-001, -3.8368944712140802E+000, 5.9870792892239164E+000, 1.0325243806286982E+001, 1.0276640664012925E+001, 2.0247030543199362E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5558411944183337E+000, 9.4399931546450111E-001, 1.4231717031692419E-013, 0.0000000000000000E+000, 2.3075084330927778E-001, 2.3075084330927778E-001, 3.2241047920854149E-001, 2.3075085191510761E-001 
322, 9.9995635603839850E-001, 6.4323274227619032E-001, -3.8227898729421397E+000, 5.9912515074850115E+000, 1.0343356227940189E+001, 1.0294921347187106E+001, 2.0247029839036761E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5560879146269333E+000, 9.4373492261034220E-001, 1.6293414211141204E-013, 0.0000000000000000E+000, 2.3160579709465476E-001, 2.3160579709465476E-001, 3.2256599541071923E-001, 2.3160581103532610E-001 
323, 9.9995523833835898E-001, 6.4296521256362416E-001, -3.8136627861861658E+000, 5.9939791470630839E+000, 1.0355113246764823E+001, 1.0306778124549220E+001, 2.0247029482662481E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5562371122504777E+000, 9.4343862526642297E-001, 1.7792941869872280E-013, 0.0000000000000000E+000, 2.3200897669760417E-001, 2.3200897669760417E-001, 3.2266004608132970E-001, 2.3200898446248322E-001 
324, 9.9995411564509662E-001, 6.4270159307585595E-001, -3.8025600043638312E+000, 5.9973166439760526E+000, 1.0369441038025856E+001, 1.0321220883428436E+001, 2.0247029122866345E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5564128465221261E+000, 9.4296192414829261E-001, 1.9809767493702490E-013, 0.0000000000000000E+000, 2.3236876133772827E-001, 2.3236876133772827E-001, 3.2277057379065993E-001, 2.3236875797951650E-001 
325, 9.9995243160520297E-001, 6.4231527874344341E-001, -3.7896560947637745E+000, 6.0011931315581304E+000, 1.0386090850158377E+001, 1.0338004821294557E+001, 2.0247028579771326E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5566226711215359E+000, 9.4233702083109216E-001, 2.2435142227497710E-013, 2.7742060885584974E-039, 2.3285168939798542E-001, 2.3285168939798542E-001, 3.2290158966289584E-001, 2.3285167396302509E-001 
326, 9.9995074756530933E-001, 6.4193928520636889E-001, -3.7761556733638098E+000, 6.0052669370405107E+000, 1.0403535555653166E+001, 1.0355583914758215E+001, 2.0247028032703663E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5568414221915690E+000, 9.4148637580419892E-001, 2.5558140162518954E-013, 4.3595715088437475E-039, 2.3327190641791992E-001, 2.3327190641791992E-001, 3.2303540826925597E-001, 2.3327189271699367E-001 
327, 9.9994877411396010E-001, 6.4151097302136062E-001, -3.7620687005682640E+000, 6.0095217185338692E+000, 1.0421744052646428E+001, 1.0373931045525673E+001, 2.0247027386602113E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5570740548477411E+000, 9.4046851754266225E-001, 2.9273753254436682E-013, 6.9797290989619352E-039, 2.3368819408874908E-001, 2.3368819408874908E-001, 3.2317518645473170E-001, 2.3368819873184291E-001 
328, 9.9994678560055672E-001, 6.4109194161217664E-001, -3.7503496236059983E+000, 6.0130578025824679E+000, 1.0436887086349209E+001, 1.0389190161053973E+001, 2.0247026730094196E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5572724746358610E+000, 9.3956485445937843E-001, 3.2761486956511020E-013, 1.0309577732800895E-038, 2.3405240372205574E-001, 2.3405240372205574E-001, 3.2329326942628311E-001, 2.3405241801999871E-001 
329, 9.9994536344073837E-001, 6.4079951651405032E-001, -3.7408678330312721E+000, 6.0159320812078150E+000, 1.0449156438347437E+001, 1.0401549068667928E+001, 2.0247026257220194E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5574295059831149E+000, 9.3873701551490907E-001, 3.5890267328454009E-013, 1.4144073091724963E-038, 2.3427962099906652E-001, 2.3427962099906652E-001, 3.2338585003978287E-001, 2.3427963450657258E-001 
330, 9.9994394128092001E-001, 6.4051283379272839E-001, -3.7306722763777604E+000, 6.0190314360622796E+000, 1.0462360930855191E+001, 1.0414846966939217E+001, 2.0247025781567991E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5575962364862304E+000, 9.3777894727276490E-001, 3.9589861303150461E-013, 1.9875276783348425E-038, 2.3447649873207252E-001, 2.3447649873207252E-001, 3.2348374346264153E-001, 2.3447650398070674E-001 
331, 9.9994221952015805E-001, 6.4017307555394964E-001, -3.7180517052088549E+000, 6.0228782341608920E+000, 1.0478720322682159E+001, 1.0431318618428119E+001, 2.0247025202048793E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5577999544888796E+000, 9.3651862820738707E-001, 4.4701173395031709E-013, 3.0282083948647634E-038, 2.3468517233417935E-001, 2.3468517233417935E-001, 3.2360317969176289E-001, 2.3468516630119352E-001 
332, 9.9993992383914210E-001, 6.3973185110664910E-001, -3.7057953619642685E+000, 6.0265985624499381E+000, 1.0494588190945278E+001, 1.0447300117839635E+001, 2.0247024423246414E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5580049530531670E+000, 9.3534600377073651E-001, 5.0263344795379975E-013, 4.5458292674511845E-038, 2.3494002368657549E-001, 2.3494002368657549E-001, 3.2372431414120978E-001, 2.3494001892977498E-001 
333, 9.9993819189324218E-001, 6.3940738105148620E-001, -3.6947269742911235E+000, 6.0299764846201755E+000, 1.0508942097058823E+001, 1.0461750802847686E+001, 2.0247023831196828E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5581833353985866E+000, 9.3420786240729314E-001, 5.5890072599965291E-013, 6.5664549640476374E-038, 2.3511641259832000E-001, 2.3511641259832000E-001, 3.2382946415485775E-001, 2.3511642313111206E-001 
334, 9.9993616278013775E-001, 6.3903591250348823E-001, -3.6831399996920240E+000, 6.0335113802741365E+000, 1.0523966258908677E+001, 1.0476876386349174E+001, 2.0247023132638122E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5583702995359205E+000, 9.3303559822782955E-001, 6.2439663064587595E-013, 9.6395619838329909E-038, 2.3530286555411667E-001, 2.3530286555411667E-001, 3.2394014770162755E-001, 2.3530288770757735E-001 
335, 9.9993413366703332E-001, 6.3867330549611723E-001, -3.6734437200165382E+000, 6.0364650076537387E+000, 1.0536532309473417E+001, 1.0489528424322081E+001, 2.0247022428813892E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5585277917503053E+000, 9.3209429033560709E-001, 6.8486772515844385E-013, 1.3275639201879424E-037, 2.3548513080797498E-001, 2.3548513080797498E-001, 3.2403371503908696E-001, 2.3548515299216721E-001 
336, 9.9993267070279845E-001, 6.3841709574871952E-001, -3.6624107628287561E+000, 6.0398544396999307E+000, 1.0550867558079112E+001, 1.0503952458427690E+001, 2.0247021918165290E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5586944409057750E+000, 9.3093509118069906E-001, 7.6118796267307971E-013, 1.9147047037035899E-037, 2.3560681821101087E-001, 2.3560681821101087E-001, 3.2413155021260015E-001, 2.3560682550974557E-001 
337, 9.9993003425790683E-001, 6.3796585455728916E-001, -3.6493842753102745E+000, 6.0438355186444497E+000, 1.0567765856029135E+001, 1.0520961726394351E+001, 2.0247020991217199E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5588973365542815E+000, 9.2971823352071281E-001, 8.6165125767565082E-013, 2.9409053337890687E-037, 2.3581821512120024E-001, 2.3581821512120024E-001, 3.2425073594168213E-001, 2.3581819424867898E-001 
338, 9.9992768209248351E-001, 6.3757402602153490E-001, -3.6345782990138193E+000, 6.0483942107265980E+000, 1.0587018198137466E+001, 1.0540329709406210E+001, 2.0247020157330331E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5591123276125782E+000, 9.2830164942722260E-001, 9.9245178222655648E-013, 4.7987886600473947E-037, 2.3600831531681565E-001, 2.3600831531681565E-001, 3.2437498361262634E-001, 2.3600827861051568E-001 
339, 9.9992413038023598E-001, 6.3700029519700374E-001, -3.6202454152101362E+000, 6.0527733734540714E+000, 1.0605612837292062E+001, 1.0559046526533608E+001, 2.0247018886240225E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5593320608804075E+000, 9.2720703024252749E-001, 1.1366254841083995E-012, 7.6711178319805358E-037, 2.3630672577429196E-001, 2.3630672577429196E-001, 3.2450405918813446E-001, 2.3630669936470924E-001 
340, 9.9992175735275501E-001, 6.3662819559555406E-001, -3.6098150955781025E+000, 6.0559764337472552E+000, 1.0619166353998638E+001, 1.0572683862894911E+001, 2.0247018029359173E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5594848317633181E+000, 9.2643049979061975E-001, 1.2547306106069259E-012, 1.0799635596788255E-036, 2.3652164298305398E-001, 2.3652164298305398E-001, 3.2459437884137715E-001, 2.3652163494025280E-001 
341, 9.9991966452426317E-001, 6.3630705171378787E-001, -3.6003050928248745E+000, 6.0589034347552211E+000, 1.0631532593179411E+001, 1.0585124398591242E+001, 2.0247017268613556E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5596213335009088E+000, 9.2575618679399296E-001, 1.3730542669916874E-012, 1.4751430221389400E-036, 2.3670799433059378E-001, 2.3670799433059378E-001, 3.2467575117719244E-001, 2.3670799560150244E-001 
342, 9.9991757169577133E-001, 6.3599217272103259E-001, -3.5890438733157404E+000, 6.0623848010088617E+000, 1.0646195907836390E+001, 1.0599870847214483E+001, 2.0247016503181374E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5597770788715024E+000, 9.2496582810149841E-001, 1.5279011174206866E-012, 2.1354266259568029E-036, 2.3689046718863230E-001, 2.3689046718863230E-001, 3.2476866321888243E-001, 2.3689047327844306E-001 
343, 9.9991455923584716E-001, 6.3554937381419296E-001, -3.5761332859279609E+000, 6.0663690135112320E+000, 1.0662997436851052E+001, 1.0616769600371292E+001, 2.0247015393251560E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5599588432591638E+000, 9.2417485992758985E-001, 1.7262601696694269E-012, 3.2573640361293716E-036, 2.3715253589383375E-001, 2.3715253589383375E-001, 3.2487694982539778E-001, 2.3715254512823955E-001 
344, 9.9991153073620243E-001, 6.3511594622874490E-001, -3.5654437312790557E+000, 6.0696630752450353E+000, 1.0676902218779624E+001, 1.0630756131499286E+001, 2.0247014268002225E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5601115035449533E+000, 9.2360244219718413E-001, 1.9092005852490262E-012, 4.6142275084861118E-036, 2.3742409130687514E-001, 2.3742409130687514E-001, 3.2496715245807223E-001, 2.3742410477277665E-001 
345, 9.9990940061581712E-001, 6.3481775069429647E-001, -3.5568546154832417E+000, 6.0723211298964417E+000, 1.0688089311504186E+001, 1.0642005384635141E+001, 2.0247013471054372E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5602298514090391E+000, 9.2313601333997297E-001, 2.0703762330575713E-012, 6.1070679892400957E-036, 2.3761250406373974E-001, 2.3761250406373974E-001, 3.2503614373454770E-001, 2.3761252312025397E-001 
346, 9.9990727049543182E-001, 6.3452479715721621E-001, -3.5454680284721385E+000, 6.0758662864126141E+000, 1.0702947561096494E+001, 1.0656939426106950E+001, 2.0247012669613625E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5603782942346398E+000, 9.2248160134239721E-001, 2.3058703302937268E-012, 8.8666644914090616E-036, 2.3778869936300001E-001, 2.3778869936300001E-001, 3.2512167976877226E-001, 2.3778872182316479E-001 
347, 9.9990358567206272E-001, 6.3402979569672024E-001, -3.5337590849084437E+000, 6.0794859905599150E+000, 1.0718192441619019E+001, 1.0672269832346895E+001, 2.0247011272682368E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5605406962927355E+000, 9.2195999060412348E-001, 2.5738407475495246E-012, 1.2964279096843641E-035, 2.3809089361707778E-001, 2.3809089361707778E-001, 3.2521690589751767E-001, 2.3809090802186667E-001 
348, 9.9990112189667246E-001, 6.3370671633410991E-001, -3.5212516623300627E+000, 6.0833944090084477E+000, 1.0734531431449321E+001, 1.0688687417682232E+001, 2.0247010331494304E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.5606965297051740E+000, 9.2128871022510261E-001, 2.8965537955959846E-012, 1.9510795404458199E-035, 2.3828590771197525E-001, 2.3828590771197525E-001, 3.2530745315132592E-001, 2.3828590571478289E-001 
